Sr No.,Date of Encashment,Name of the Political Party,Account no. of Political Party,Prefix,Bond Number,Denominations,Pay Branch Code,Pay Teller
5159,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9124,"1,00,00,000",00847,3382516
5160,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9036,"1,00,00,000",00847,3382516
5161,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9098,"1,00,00,000",00847,3382516
5162,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9074,"1,00,00,000",00847,3382516
5163,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9006,"1,00,00,000",00847,3382516
5164,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9112,"1,00,00,000",00847,3382516
5165,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,8966,"1,00,00,000",00847,3382516
5166,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9010,"1,00,00,000",00847,3382516
5167,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9002,"1,00,00,000",00847,3382516
5168,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9018,"1,00,00,000",00847,3382516
5169,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9120,"1,00,00,000",00847,3382516
5170,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9080,"1,00,00,000",00847,3382516
5171,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9114,"1,00,00,000",00847,3382516
5172,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9022,"1,00,00,000",00847,3382516
5173,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9040,"1,00,00,000",00847,3382516
5174,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,8960,"1,00,00,000",00847,3382516
5175,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,8976,"1,00,00,000",00847,3382516
5176,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9012,"1,00,00,000",00847,3382516
5177,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,8964,"1,00,00,000",00847,3382516
5178,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,8968,"1,00,00,000",00847,3382516
5179,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9102,"1,00,00,000",00847,3382516
5180,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9014,"1,00,00,000",00847,3382516
5181,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9016,"1,00,00,000",00847,3382516
5182,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,8992,"1,00,00,000",00847,3382516
5183,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9034,"1,00,00,000",00847,3382516
5184,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9110,"1,00,00,000",00847,3382516
5185,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9028,"1,00,00,000",00847,3382516
5186,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9088,"1,00,00,000",00847,3382516
5187,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9090,"1,00,00,000",00847,3382516
5188,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9096,"1,00,00,000",00847,3382516
5189,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,8952,"1,00,00,000",00847,3382516
5190,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9060,"1,00,00,000",00847,3382516
5191,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9082,"1,00,00,000",00847,3382516
5192,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,8988,"1,00,00,000",00847,3382516
5193,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,8994,"1,00,00,000",00847,3382516
5194,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9044,"1,00,00,000",00847,3382516
5195,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9104,"1,00,00,000",00847,3382516
5196,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9038,"1,00,00,000",00847,3382516
5197,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9078,"1,00,00,000",00847,3382516
5198,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9032,"1,00,00,000",00847,3382516
5199,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9130,"1,00,00,000",00847,3382516
5200,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9064,"1,00,00,000",00847,3382516
5201,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9122,"1,00,00,000",00847,3382516
5202,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9052,"1,00,00,000",00847,3382516
5203,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,8996,"1,00,00,000",00847,3382516
5204,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9026,"1,00,00,000",00847,3382516
5205,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9118,"1,00,00,000",00847,3382516
5206,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9030,"1,00,00,000",00847,3382516
5207,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9116,"1,00,00,000",00847,3382516
5208,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9070,"1,00,00,000",00847,3382516
5209,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,8984,"1,00,00,000",00847,3382516
5210,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9048,"1,00,00,000",00847,3382516
5211,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9062,"1,00,00,000",00847,3382516
5212,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9086,"1,00,00,000",00847,3382516
5213,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,8970,"1,00,00,000",00847,3382516
5214,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9008,"1,00,00,000",00847,3382516
5215,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9024,"1,00,00,000",00847,3382516
5216,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9072,"1,00,00,000",00847,3382516
5217,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9066,"1,00,00,000",00847,3382516
5218,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,8974,"1,00,00,000",00847,3382516
5219,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,8958,"1,00,00,000",00847,3382516
5220,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9042,"1,00,00,000",00847,3382516
5221,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,8956,"1,00,00,000",00847,3382516
5222,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,8998,"1,00,00,000",00847,3382516
5223,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9050,"1,00,00,000",00847,3382516
5224,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9092,"1,00,00,000",00847,3382516
5225,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9056,"1,00,00,000",00847,3382516
5226,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9068,"1,00,00,000",00847,3382516
5227,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9100,"1,00,00,000",00847,3382516
5228,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,8982,"1,00,00,000",00847,3382516
5229,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9000,"1,00,00,000",00847,3382516
5230,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9058,"1,00,00,000",00847,3382516
5231,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,8972,"1,00,00,000",00847,3382516
5232,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9046,"1,00,00,000",00847,3382516
5233,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9128,"1,00,00,000",00847,3382516
5234,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,8980,"1,00,00,000",00847,3382516
5235,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9126,"1,00,00,000",00847,3382516
5236,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9054,"1,00,00,000",00847,3382516
5237,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9094,"1,00,00,000",00847,3382516
5238,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9076,"1,00,00,000",00847,3382516
5239,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,8978,"1,00,00,000",00847,3382516
5240,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,8990,"1,00,00,000",00847,3382516
5241,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9108,"1,00,00,000",00847,3382516
5242,07/Nov/2020,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,8954,"1,00,00,000",00847,3382516
5243,07/Jan/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,8405,"1,00,00,000",00001,3476510
5244,07/Jan/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,8411,"1,00,00,000",00001,3476510
5245,07/Jan/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,7968,"1,00,00,000",00001,3476510
5246,07/Jan/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,7964,"1,00,00,000",00001,3476510
5247,07/Jan/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,8413,"1,00,00,000",00001,3476510
5248,07/Jan/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,7974,"1,00,00,000",00001,3476510
5249,07/Jan/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,8403,"1,00,00,000",00001,3476510
5250,07/Jan/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,8409,"1,00,00,000",00001,3476510
5251,07/Jan/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,8407,"1,00,00,000",00001,3476510
5252,07/Jan/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,7956,"1,00,00,000",00001,3476510
5253,07/Jan/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,7958,"1,00,00,000",00001,3476510
5254,07/Jan/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,7972,"1,00,00,000",00001,3476510
5255,07/Jan/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,7954,"1,00,00,000",00001,3476510
5256,07/Jan/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,7970,"1,00,00,000",00001,3476510
5257,07/Jan/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,7962,"1,00,00,000",00001,3476510
5258,07/Jan/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,7966,"1,00,00,000",00001,3476510
5259,07/Jan/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,7960,"1,00,00,000",00001,3476510
5260,07/Jan/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,8401,"1,00,00,000",00001,3476510
5261,07/Jan/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,8415,"1,00,00,000",00001,3476510
5262,07/Jan/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,7952,"1,00,00,000",00001,3476510
5263,07/Jan/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,7965,"1,00,00,000",00001,3476510
5264,07/Jan/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,7961,"1,00,00,000",00001,3476510
5265,07/Jan/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,7959,"1,00,00,000",00001,3476510
5266,07/Jan/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,7957,"1,00,00,000",00001,3476510
5267,07/Jan/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,7963,"1,00,00,000",00001,3476510
5268,13/Jan/2021,AAM AADMI PARTY,*******5086,OC,8116,"1,00,00,000",00691,7516991
5269,13/Jan/2021,AAM AADMI PARTY,*******5086,TL,13526,"10,00,000",00691,7516991
5270,13/Jan/2021,AAM AADMI PARTY,*******5086,TL,13528,"10,00,000",00691,7516991
5271,13/Jan/2021,AAM AADMI PARTY,*******5086,OL,3231,"1,00,000",00691,7516991
5272,13/Jan/2021,AAM AADMI PARTY,*******5086,OL,3233,"1,00,000",00691,7516991
5273,13/Jan/2021,AAM AADMI PARTY,*******5086,OL,3239,"1,00,000",00691,7516991
5274,13/Jan/2021,AAM AADMI PARTY,*******5086,OL,3237,"1,00,000",00691,7516991
5275,13/Jan/2021,AAM AADMI PARTY,*******5086,OL,3235,"1,00,000",00691,7516991
5276,13/Jan/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,13467,"10,00,000",00001,3476510
5277,13/Jan/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,13469,"10,00,000",00001,3476510
5278,13/Jan/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,13447,"10,00,000",00001,3476510
5279,13/Jan/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,13449,"10,00,000",00001,3476510
5280,13/Jan/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,13471,"10,00,000",00001,3476510
5281,13/Jan/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,13473,"10,00,000",00001,3476510
5282,13/Jan/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,13477,"10,00,000",00001,3476510
5283,13/Jan/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,13448,"10,00,000",00001,3476510
5284,13/Jan/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,13475,"10,00,000",00001,3476510
5285,13/Jan/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,13450,"10,00,000",00001,3476510
5286,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,3936,"1,00,00,000",00691,7516991
5287,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,3928,"1,00,00,000",00691,7516991
5288,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,3933,"1,00,00,000",00691,7516991
5289,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,3939,"1,00,00,000",00691,7516991
5290,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,7971,"1,00,00,000",00691,7516991
5291,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,1676,"10,00,000",00691,7516991
5292,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,1678,"10,00,000",00691,7516991
5293,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,1688,"10,00,000",00691,7516991
5294,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,1680,"10,00,000",00691,7516991
5295,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,1684,"10,00,000",00691,7516991
5296,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,1672,"10,00,000",00691,7516991
5297,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,1674,"10,00,000",00691,7516991
5298,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,1690,"10,00,000",00691,7516991
5299,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,1682,"10,00,000",00691,7516991
5300,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,1686,"10,00,000",00691,7516991
5301,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13774,"10,00,000",00691,7516991
5302,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13776,"10,00,000",00691,7516991
5303,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13782,"10,00,000",00691,7516991
5304,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13784,"10,00,000",00691,7516991
5305,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13778,"10,00,000",00691,7516991
5306,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13770,"10,00,000",00691,7516991
5307,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13786,"10,00,000",00691,7516991
5308,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13772,"10,00,000",00691,7516991
5309,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13780,"10,00,000",00691,7516991
5310,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13788,"10,00,000",00691,7516991
5311,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,16643,"1,00,000",00691,7516991
5312,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,16645,"1,00,000",00691,7516991
5313,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,16651,"1,00,000",00691,7516991
5314,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,16647,"1,00,000",00691,7516991
5315,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,16653,"1,00,000",00691,7516991
5316,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,16649,"1,00,000",00691,7516991
5317,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,16641,"1,00,000",00691,7516991
5318,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TT,67009,"10,000",00691,7516991
5319,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TT,67013,"10,000",00691,7516991
5320,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TT,67007,"10,000",00691,7516991
5321,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TT,67011,"10,000",00691,7516991
5322,18/Jan/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TT,67015,"10,000",00691,7516991
5323,18/Jan/2021,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,7969,"1,00,00,000",00847,3382516
5324,18/Jan/2021,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,7967,"1,00,00,000",00847,3382516
5325,18/Jan/2021,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,TL,13465,"10,00,000",00847,3382516
5326,18/Jan/2021,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,TL,13445,"10,00,000",00847,3382516
5327,18/Jan/2021,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,TL,13439,"10,00,000",00847,3382516
5328,18/Jan/2021,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,TL,13441,"10,00,000",00847,3382516
5329,18/Jan/2021,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,TL,13437,"10,00,000",00847,3382516
5330,18/Jan/2021,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,TL,13443,"10,00,000",00847,3382516
5331,18/Jan/2021,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,TL,13493,"10,00,000",00847,3382516
5332,18/Jan/2021,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,TL,13491,"10,00,000",00847,3382516
5333,18/Jan/2021,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,TL,13487,"10,00,000",00847,3382516
5334,18/Jan/2021,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,TL,13481,"10,00,000",00847,3382516
5335,18/Jan/2021,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,TL,13485,"10,00,000",00847,3382516
5336,18/Jan/2021,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,TL,13483,"10,00,000",00847,3382516
5337,18/Jan/2021,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,TL,13489,"10,00,000",00847,3382516
5338,18/Jan/2021,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,TL,13500,"10,00,000",00847,3382516
5339,18/Jan/2021,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,TL,13498,"10,00,000",00847,3382516
5340,18/Jan/2021,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,TL,13753,"10,00,000",00847,3382516
5341,18/Jan/2021,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,TL,13494,"10,00,000",00847,3382516
5342,18/Jan/2021,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,TL,13492,"10,00,000",00847,3382516
5343,18/Jan/2021,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,TL,13496,"10,00,000",00847,3382516
